Repository,ReleaseId,TagName,ReleaseName,PublishedAt,PublishedAtKST,IsPreRelease,IsDraft,AuthorLogin,AuthorId,BodySnippet,AssetsCount,TotalDownloadCount,ReleaseUrl,Weekday,HourOfDay,IsWeekend,MajorVersion,MinorVersion,PatchVersion,ReleaseType
stackflow,139093511,@stackflow/plugin-map-initial-activity@1.0.5,@stackflow/plugin-map-initial-activity@1.0.5,2024-01-30T10:12:52Z,2024-01-31T04:12:52+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.5,Tuesday,19,FALSE,1,0,5,ScopedPackage
stackflow,139093502,@stackflow/plugin-history-sync@1.3.18,@stackflow/plugin-history-sync@1.3.18,2024-01-30T10:12:49Z,2024-01-31T04:12:49+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.18,Tuesday,19,FALSE,1,3,18,ScopedPackage
stackflow,139093496,@stackflow/plugin-google-analytics-4@1.1.9,@stackflow/plugin-google-analytics-4@1.1.9,2024-01-30T10:12:47Z,2024-01-31T04:12:47+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.9,Tuesday,19,FALSE,1,1,9,ScopedPackage
stackflow,139093486,@stackflow/plugin-devtools@0.1.8,@stackflow/plugin-devtools@0.1.8,2024-01-30T10:12:43Z,2024-01-31T04:12:43+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-devtools%400.1.8,Tuesday,19,FALSE,0,1,8,ScopedPackage
stackflow,139093482,@stackflow/plugin-basic-ui@1.5.2,@stackflow/plugin-basic-ui@1.5.2,2024-01-30T10:12:40Z,2024-01-31T04:12:40+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.2,Tuesday,19,FALSE,1,5,2,ScopedPackage
stackflow,139093473,@stackflow/link@1.3.16,@stackflow/link@1.3.16,2024-01-30T10:12:37Z,2024-01-31T04:12:37+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.3.16,Tuesday,19,FALSE,1,3,16,ScopedPackage
stackflow,139093452,@stackflow/core@1.0.10,@stackflow/core@1.0.10,2024-01-30T10:12:31Z,2024-01-31T04:12:31+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   a32a7e09: fix(core)!: delegate overri",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.0.10,Tuesday,19,FALSE,1,0,10,ScopedPackage
stackflow,139093459,@stackflow/compat-await-push@1.1.7,@stackflow/compat-await-push@1.1.7,2024-01-30T10:12:34Z,2024-01-31T04:12:34+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   a32a7e09: chore: bump patch version
-   Updated dependencies [a32a7e09]
-   U",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.7,Tuesday,19,FALSE,1,1,7,ScopedPackage
stackflow,138043205,@stackflow/plugin-history-sync@1.3.17,@stackflow/plugin-history-sync@1.3.17,2024-01-22T20:16:04Z,2024-01-23T14:16:04+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   99c34fa4: fix(plugin-history-sync): request history tick on init
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.17,Tuesday,5,FALSE,1,3,17,ScopedPackage
stackflow,137916641,@stackflow/plugin-history-sync@1.3.16,@stackflow/plugin-history-sync@1.3.16,2024-01-22T03:48:20Z,2024-01-22T21:48:20+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   45cf3f4d: fix(plugin-history-sync)!: reduce loop count for parsing state
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.16,Monday,12,FALSE,1,3,16,ScopedPackage
stackflow,137844417,@stackflow/plugin-stack-depth-change@1.1.1,@stackflow/plugin-stack-depth-change@1.1.1,2024-01-20T12:49:49Z,2024-01-21T06:49:49+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   da18f07e: fix(plugin-stack-depth-change): invoke `onDepthChanged` only when t",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.1,Saturday,21,TRUE,1,1,1,ScopedPackage
stackflow,137233814,@stackflow/plugin-history-sync@1.3.15,@stackflow/plugin-history-sync@1.3.15,2024-01-16T14:41:55Z,2024-01-17T08:41:55+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   f3b2d720: fix(plugin-history-sync): fix history queue on init
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.15,Tuesday,23,FALSE,1,3,15,ScopedPackage
stackflow,137183048,@stackflow/plugin-basic-ui@1.5.1,@stackflow/plugin-basic-ui@1.5.1,2024-01-16T09:26:15Z,2024-01-17T03:26:15+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   d4e86c55: fix hydration mismatch warning in server-side rendering
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.1,Tuesday,18,FALSE,1,5,1,ScopedPackage
stackflow,134976198,@stackflow/plugin-basic-ui@1.5.0,@stackflow/plugin-basic-ui@1.5.0,2023-12-23T14:08:05Z,2023-12-24T08:08:05+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Minor Changes

-   dd5be87f: feat(plugin-basic-ui): export css variables from components
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.0,Saturday,23,TRUE,1,5,0,ScopedPackage
stackflow,134907488,@stackflow/react@1.1.6,@stackflow/react@1.1.6,2023-12-22T13:49:13Z,2023-12-23T07:49:13+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.1.6,Friday,22,FALSE,1,1,6,ScopedPackage
stackflow,134907482,@stackflow/plugin-stack-depth-change@1.1.0,@stackflow/plugin-stack-depth-change@1.1.0,2023-12-22T13:49:10Z,2023-12-23T07:49:10+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Minor Changes

-   a2ecfaf4: feat(plugin-stack-depth-change): invoke callback only when depth le",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.0,Friday,22,FALSE,1,1,0,ScopedPackage
stackflow,134907474,@stackflow/plugin-renderer-web@1.1.6,@stackflow/plugin-renderer-web@1.1.6,2023-12-22T13:49:04Z,2023-12-23T07:49:04+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.6,Friday,22,FALSE,1,1,6,ScopedPackage
stackflow,134907467,@stackflow/plugin-renderer-basic@1.1.6,@stackflow/plugin-renderer-basic@1.1.6,2023-12-22T13:49:01Z,2023-12-23T07:49:01+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.6,Friday,22,FALSE,1,1,6,ScopedPackage
stackflow,134907461,@stackflow/plugin-preload@1.2.14,@stackflow/plugin-preload@1.2.14,2023-12-22T13:48:58Z,2023-12-23T07:48:58+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.2.14,Friday,22,FALSE,1,2,14,ScopedPackage
stackflow,134907477,@stackflow/plugin-map-initial-activity@1.0.4,@stackflow/plugin-map-initial-activity@1.0.4,2023-12-22T13:49:07Z,2023-12-23T07:49:07+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.4,Friday,22,FALSE,1,0,4,ScopedPackage
stackflow,134907456,@stackflow/plugin-history-sync@1.3.14,@stackflow/plugin-history-sync@1.3.14,2023-12-22T13:48:55Z,2023-12-23T07:48:55+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.14,Friday,22,FALSE,1,3,14,ScopedPackage
stackflow,134907454,@stackflow/plugin-google-analytics-4@1.1.8,@stackflow/plugin-google-analytics-4@1.1.8,2023-12-22T13:48:52Z,2023-12-23T07:48:52+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.8,Friday,22,FALSE,1,1,8,ScopedPackage
stackflow,134907445,@stackflow/plugin-devtools@0.1.7,@stackflow/plugin-devtools@0.1.7,2023-12-22T13:48:49Z,2023-12-23T07:48:49+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-devtools%400.1.7,Friday,22,FALSE,0,1,7,ScopedPackage
stackflow,134907437,@stackflow/plugin-basic-ui@1.4.2,@stackflow/plugin-basic-ui@1.4.2,2023-12-22T13:48:43Z,2023-12-23T07:48:43+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.4.2,Friday,22,FALSE,1,4,2,ScopedPackage
stackflow,134907440,@stackflow/link@1.3.15,@stackflow/link@1.3.15,2023-12-22T13:48:46Z,2023-12-23T07:48:46+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.3.15,Friday,22,FALSE,1,3,15,ScopedPackage
stackflow,134907500,@stackflow/eslint-config@1.0.2,@stackflow/eslint-config@1.0.2,2023-12-22T13:49:19Z,2023-12-23T07:49:19+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/eslint-config%401.0.2,Friday,22,FALSE,1,0,2,ScopedPackage
stackflow,134907493,@stackflow/esbuild-config@1.0.1,@stackflow/esbuild-config@1.0.1,2023-12-22T13:49:16Z,2023-12-23T07:49:16+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/esbuild-config%401.0.1,Friday,22,FALSE,1,0,1,ScopedPackage
stackflow,134907424,@stackflow/core@1.0.9,@stackflow/core@1.0.9,2023-12-22T13:48:37Z,2023-12-23T07:48:37+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.0.9,Friday,22,FALSE,1,0,9,ScopedPackage
stackflow,134907432,@stackflow/compat-await-push@1.1.6,@stackflow/compat-await-push@1.1.6,2023-12-22T13:48:40Z,2023-12-23T07:48:40+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   e4c49cdc: chore: apply new release system
-   Updated dependencies [e4c49cdc]",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.6,Friday,22,FALSE,1,1,6,ScopedPackage
stackflow,132224948,@stackflow/plugin-basic-ui@1.4.1,@stackflow/plugin-basic-ui@1.4.1,2023-12-01T04:16:25Z,2023-12-01T22:16:25+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   7dca11ee: feat(plugin-basic-ui): update IconBack component (#423)
",0,0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.4.1,Friday,13,FALSE,1,4,1,ScopedPackage
seed-design,222380899,@seed-design/webpack-plugin@0.0.30,@seed-design/webpack-plugin@0.0.30,2025-06-02T10:01:52Z,2025-06-03T04:01:52+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380970,@seed-design/vite-plugin@0.0.30,@seed-design/vite-plugin@0.0.30,2025-06-02T10:02:10Z,2025-06-03T04:02:10+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380892,@seed-design/stackflow@0.0.30,@seed-design/stackflow@0.0.30,2025-06-02T10:01:49Z,2025-06-03T04:01:49+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380873,@seed-design/rsbuild-plugin@0.0.30,@seed-design/rsbuild-plugin@0.0.30,2025-06-02T10:01:46Z,2025-06-03T04:01:46+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380933,@seed-design/react@0.0.30,@seed-design/react@0.0.30,2025-06-02T10:02:01Z,2025-06-03T04:02:01+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   4610b5b: PullToRefresh에 disabled prop을 추가합니다.

-   739b6bf: Tabs.Indicator의 w",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380957,@seed-design/react-tabs@0.0.7,@seed-design/react-tabs@0.0.7,2025-06-02T10:02:07Z,2025-06-03T04:02:07+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   739b6bf: Tabs.Indicator의 width가 첫 렌더링 시 0으로 설정되는 문제를 수정합니다.

    Tabs의 불필요한 리",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.7,Monday,19,FALSE,0,0,7,ScopedPackage
seed-design,222380923,@seed-design/react-pull-to-refresh@0.0.6,@seed-design/react-pull-to-refresh@0.0.6,2025-06-02T10:01:58Z,2025-06-03T04:01:58+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   4610b5b: PullToRefresh에 disabled prop을 추가합니다.
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.6,Monday,19,FALSE,0,0,6,ScopedPackage
seed-design,222380863,@seed-design/mcp@0.0.30,@seed-design/mcp@0.0.30,2025-06-02T10:01:43Z,2025-06-03T04:01:43+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   @seed-design/figma@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380913,@seed-design/figma@0.0.30,@seed-design/figma@0.0.30,2025-06-02T10:01:55Z,2025-06-03T04:01:55+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222380944,@seed-design/css@0.0.30,@seed-design/css@0.0.30,2025-06-02T10:02:04Z,2025-06-03T04:02:04+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   285cb9b: - `ContextualFloatingButton`과 `FloatingActionButton` 컴포넌트를 제공합니다.
  ",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.30,Monday,19,FALSE,0,0,30,ScopedPackage
seed-design,222071806,@seed-design/webpack-plugin@0.0.29,@seed-design/webpack-plugin@0.0.29,2025-05-30T12:58:30Z,2025-05-31T06:58:30+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071761,@seed-design/vite-plugin@0.0.29,@seed-design/vite-plugin@0.0.29,2025-05-30T12:58:21Z,2025-05-31T06:58:21+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071673,@seed-design/stackflow@0.0.29,@seed-design/stackflow@0.0.29,2025-05-30T12:58:03Z,2025-05-31T06:58:03+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   29ec9f0: `reactSlot.createSlot is not a function` 오류가 발생하지 않도록, radix-ui/reac",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071798,@seed-design/rsbuild-plugin@0.0.29,@seed-design/rsbuild-plugin@0.0.29,2025-05-30T12:58:27Z,2025-05-31T06:58:27+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071568,@seed-design/react@0.0.29,@seed-design/react@0.0.29,2025-05-30T12:57:36Z,2025-05-31T06:57:36+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   29ec9f0: `reactSlot.createSlot is not a function` 오류가 발생하지 않도록, radix-ui/reac",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071707,@seed-design/react-toggle@0.0.4,@seed-design/react-toggle@0.0.4,2025-05-30T12:58:09Z,2025-05-31T06:58:09+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-toggle%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071742,@seed-design/react-text-field@0.0.4,@seed-design/react-text-field@0.0.4,2025-05-30T12:58:15Z,2025-05-31T06:58:15+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-text-field%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071753,@seed-design/react-tabs@0.0.6,@seed-design/react-tabs@0.0.6,2025-05-30T12:58:18Z,2025-05-31T06:58:18+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.6,Friday,21,FALSE,0,0,6,ScopedPackage
seed-design,222071698,@seed-design/react-switch@0.0.4,@seed-design/react-switch@0.0.4,2025-05-30T12:58:06Z,2025-05-31T06:58:06+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-switch%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071610,@seed-design/react-snackbar@0.0.5,@seed-design/react-snackbar@0.0.5,2025-05-30T12:57:51Z,2025-05-31T06:57:51+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-snackbar%400.0.5,Friday,21,FALSE,0,0,5,ScopedPackage
seed-design,222071588,@seed-design/react-segmented-control@0.0.5,@seed-design/react-segmented-control@0.0.5,2025-05-30T12:57:42Z,2025-05-31T06:57:42+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-segmented-control%400.0.5,Friday,21,FALSE,0,0,5,ScopedPackage
seed-design,222071784,@seed-design/react-radio-group@0.0.4,@seed-design/react-radio-group@0.0.4,2025-05-30T12:58:24Z,2025-05-31T06:58:24+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-radio-group%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071717,@seed-design/react-pull-to-refresh@0.0.5,@seed-design/react-pull-to-refresh@0.0.5,2025-05-30T12:58:12Z,2025-05-31T06:58:12+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.5,Friday,21,FALSE,0,0,5,ScopedPackage
seed-design,222071649,@seed-design/react-progress@0.0.4,@seed-design/react-progress@0.0.4,2025-05-30T12:57:57Z,2025-05-31T06:57:57+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-progress%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071593,@seed-design/react-primitive@0.0.3,@seed-design/react-primitive@0.0.3,2025-05-30T12:57:45Z,2025-05-31T06:57:45+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   29ec9f0: `reactSlot.createSlot is not a function` 오류가 발생하지 않도록, radix-ui/reac",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-primitive%400.0.3,Friday,21,FALSE,0,0,3,ScopedPackage
seed-design,222071600,@seed-design/react-popover@0.0.7,@seed-design/react-popover@0.0.7,2025-05-30T12:57:48Z,2025-05-31T06:57:48+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-popover%400.0.7,Friday,21,FALSE,0,0,7,ScopedPackage
seed-design,222071580,@seed-design/react-dialog@0.0.5,@seed-design/react-dialog@0.0.5,2025-05-30T12:57:39Z,2025-05-31T06:57:39+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-dialog%400.0.5,Friday,21,FALSE,0,0,5,ScopedPackage
seed-design,222071561,@seed-design/react-checkbox@0.0.4,@seed-design/react-checkbox@0.0.4,2025-05-30T12:57:33Z,2025-05-31T06:57:33+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-checkbox%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071536,@seed-design/react-avatar@0.0.4,@seed-design/react-avatar@0.0.4,2025-05-30T12:57:28Z,2025-05-31T06:57:28+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-avatar%400.0.4,Friday,21,FALSE,0,0,4,ScopedPackage
seed-design,222071620,@seed-design/mcp@0.0.29,@seed-design/mcp@0.0.29,2025-05-30T12:57:54Z,2025-05-31T06:57:54+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   @seed-design/figma@0.0.29
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071657,@seed-design/figma@0.0.29,@seed-design/figma@0.0.29,2025-05-30T12:58:00Z,2025-05-31T06:58:00+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,222071550,@seed-design/css@0.0.29,@seed-design/css@0.0.29,2025-05-30T12:57:30Z,2025-05-31T06:57:30+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   116ee2c: ActionButton의 min-width variable 기본값을 수정합니다.
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.29,Friday,21,FALSE,0,0,29,ScopedPackage
seed-design,221797888,@seed-design/webpack-plugin@0.0.28,@seed-design/webpack-plugin@0.0.28,2025-05-29T10:43:30Z,2025-05-30T04:43:30+09:00,FALSE,FALSE,github-actions[bot],41898282,"### Patch Changes

-   Updated dependencies [5337e14]
    -   @seed-design/css@0.0.28
",0,0,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.28,Thursday,19,FALSE,0,0,28,ScopedPackage
